currents,frequencies,response
-3.0,6282075000.0,-60.14788970606078
-3.0,6282100000.0,-60.10342942182995
-3.0,6282125000.0,-59.62801614778263
-3.0,6282150000.0,-59.985845670571685
-3.0,6282175000.0,-59.59130908658092
-3.0,6282200000.0,-60.00897700481541
-3.0,6282225000.0,-59.71627955273644
-3.0,6282250000.0,-59.95510997028492
-3.0,6282275000.0,-59.643663844950225
-3.0,6282300000.0,-59.83473165359803
-3.0,6282325000.0,-59.91394273485274
-3.0,6282350000.0,-59.690485355994994
-3.0,6282375000.0,-59.81912286828553
-3.0,6282400000.0,-59.671625668424426
-3.0,6282425000.0,-59.712019241362775
-3.0,6282450000.0,-60.17580336078274
-3.0,6282475000.0,-59.65973455973247
-3.0,6282500000.0,-60.06429349698155
-3.0,6282525000.0,-59.557182698162805
-3.0,6282550000.0,-59.83189001320501
-3.0,6282575000.0,-59.72298217138771
-3.0,6282600000.0,-59.55392538736164
-3.0,6282625000.0,-59.77842988890632
-3.0,6282650000.0,-59.66588941424839
-3.0,6282675000.0,-59.75372405780813
-3.0,6282700000.0,-59.5739834506816
-3.0,6282725000.0,-59.334463772718195
-3.0,6282750000.0,-59.9011380927627
-3.0,6282775000.0,-59.67248021321504
-3.0,6282800000.0,-59.67690643367035
-3.0,6282825000.0,-59.38301479935938
-3.0,6282850000.0,-59.72348630950115
-3.0,6282875000.0,-59.45293347168498
-3.0,6282900000.0,-59.323368322021544
-3.0,6282925000.0,-59.71870098120287
-3.0,6282950000.0,-59.46567529115313
-3.0,6282975000.0,-59.774155839270776
-3.0,6283000000.0,-59.418199315214075
-3.0,6283025000.0,-59.35868841504729
-3.0,6283050000.0,-59.698126088582846
-3.0,6283075000.0,-59.16656428086868
-3.0,6283100000.0,-59.65556394054239
-3.0,6283125000.0,-59.307504705815404
-3.0,6283150000.0,-58.85160325770558
-3.0,6283175000.0,-59.34328584109518
-3.0,6283200000.0,-59.179955319696454
-3.0,6283225000.0,-59.60177885770069
-3.0,6283250000.0,-59.075907257722264
-3.0,6283275000.0,-59.41257134413717
-3.0,6283300000.0,-59.209367070341905
-3.0,6283325000.0,-59.272233628738825
-3.0,6283350000.0,-59.35580835042839
-3.0,6283375000.0,-58.94353151167847
-3.0,6283400000.0,-59.22995042278194
-3.0,6283425000.0,-58.878287449141894
-3.0,6283450000.0,-59.06205741143681
-3.0,6283475000.0,-59.41035673264505
-3.0,6283500000.0,-59.12303912589544
-3.0,6283525000.0,-59.291183372331744
-3.0,6283550000.0,-58.9485358610184
-3.0,6283575000.0,-59.219511459334825
-3.0,6283600000.0,-59.252553228504965
-3.0,6283625000.0,-58.68232912379477
-3.0,6283650000.0,-59.51117976557636
-3.0,6283675000.0,-59.16888524702458
-3.0,6283700000.0,-59.264982271963774
-3.0,6283725000.0,-59.08232264235994
-3.0,6283750000.0,-59.02139108183075
-3.0,6283775000.0,-58.939693369793304
-3.0,6283800000.0,-58.77621848408857
-3.0,6283825000.0,-58.964257135992035
-3.0,6283850000.0,-58.964858947384926
-3.0,6283875000.0,-59.1552384234014
-3.0,6283900000.0,-59.12432494764269
-3.0,6283925000.0,-58.93014444677526
-3.0,6283950000.0,-59.290911070518284
-3.0,6283975000.0,-59.151905518534484
-3.0,6284000000.0,-59.19566569533739
-3.0,6284025000.0,-58.76842300914802
-3.0,6284050000.0,-58.747055426488586
-3.0,6284075000.0,-59.32401737777917
-3.0,6284100000.0,-59.03004603606003
-3.0,6284125000.0,-59.14871251581233
-3.0,6284150000.0,-58.98357150016605
-3.0,6284175000.0,-58.78016304831662
-3.0,6284200000.0,-59.08067333149247
-3.0,6284225000.0,-58.54970208693856
-3.0,6284250000.0,-59.46947885587018
-3.0,6284275000.0,-58.51112869308952
-3.0,6284300000.0,-58.65261966179152
-3.0,6284325000.0,-58.604433525861374
-3.0,6284350000.0,-58.38794625124133
-3.0,6284375000.0,-58.81752129652214
-3.0,6284400000.0,-58.201097089515486
-3.0,6284425000.0,-58.685223083398185
-3.0,6284450000.0,-58.5675037404117
-3.0,6284475000.0,-58.796955950648425
-3.0,6284500000.0,-58.92090840796768
-3.0,6284525000.0,-58.706635810634495
-3.0,6284550000.0,-58.8822189815579
-3.0,6284575000.0,-58.51301065586141
-3.0,6284600000.0,-58.75713999561387
-3.0,6284625000.0,-58.325359993012356
-3.0,6284650000.0,-58.43486322773407
-3.0,6284675000.0,-58.36219678402888
-3.0,6284700000.0,-58.203557865358995
-3.0,6284725000.0,-58.872011074869775
-3.0,6284750000.0,-58.314121878263904
-3.0,6284775000.0,-58.53335720331157
-3.0,6284800000.0,-58.94384042953056
-3.0,6284825000.0,-58.11037017824313
-3.0,6284850000.0,-58.857650055875496
-3.0,6284875000.0,-58.415341316617614
-3.0,6284900000.0,-58.28496389783601
-3.0,6284925000.0,-58.184275620265964
-3.0,6284950000.0,-58.208890475753634
-3.0,6284975000.0,-58.32164965060081
-3.0,6285000000.0,-58.10596231724037
-2.94,6275000000.0,-61.163189124511504
-2.94,6275025000.0,-61.15786765628628
-2.94,6275050000.0,-61.258327256419854
-2.94,6275075000.0,-61.42942065526314
-2.94,6275100000.0,-61.088829554719844
-2.94,6275125000.0,-61.33191393970247
-2.94,6275150000.0,-60.96589090448297
-2.94,6275175000.0,-61.098418769879984
-2.94,6275200000.0,-61.44179391650852
-2.94,6275225000.0,-61.185876949125834
-2.94,6275250000.0,-61.36417459617789
-2.94,6275275000.0,-61.13105063852374
-2.94,6275300000.0,-60.88435511013252
-2.94,6275325000.0,-60.98762493458417
-2.94,6275350000.0,-61.00798158043026
-2.94,6275375000.0,-61.41078256323646
-2.94,6275400000.0,-61.15846788909457
-2.94,6275425000.0,-61.31795469331855
-2.94,6275450000.0,-61.00715342868109
-2.94,6275475000.0,-60.988473283791805
-2.94,6275500000.0,-61.19982808382295
-2.94,6275525000.0,-61.16162450484403
-2.94,6275550000.0,-61.24060500504
-2.94,6275575000.0,-60.81391187665104
-2.94,6275600000.0,-61.0194786624061
-2.94,6275625000.0,-61.007459953116545
-2.94,6275650000.0,-61.03584050743768
-2.94,6275675000.0,-61.11656689055547
-2.94,6275700000.0,-61.08312943710426
-2.94,6275725000.0,-61.24560943321939
-2.94,6275750000.0,-60.96973251459105
-2.94,6275775000.0,-61.09759818971771
-2.94,6275800000.0,-61.24363769307748
-2.94,6275825000.0,-61.042353687112126
-2.94,6275850000.0,-61.306974966246145
-2.94,6275875000.0,-60.95478334218286
-2.94,6275900000.0,-61.01966901211169
-2.94,6275925000.0,-61.14608122353381
-2.94,6275950000.0,-60.785759170600386
-2.94,6275975000.0,-61.24801284891952
-2.94,6276000000.0,-61.029083897962195
-2.94,6276025000.0,-61.018154159596165
-2.94,6276050000.0,-60.775104349292604
-2.94,6276075000.0,-60.87462501318349
-2.94,6276100000.0,-61.25171032466938
-2.94,6276125000.0,-61.00637762323814
-2.94,6276150000.0,-61.15862216999283
-2.94,6276175000.0,-60.7765003483123
-2.94,6276200000.0,-61.087322817813536
-2.94,6276225000.0,-61.033612764850275
-2.94,6276250000.0,-60.793374483180926
-2.94,6276275000.0,-61.18633366257772
-2.94,6276300000.0,-60.93691665889696
-2.94,6276325000.0,-60.831503521132156
-2.94,6276350000.0,-60.73202284129426
-2.94,6276375000.0,-60.65100296661953
-2.94,6276400000.0,-60.990607372322955
-2.94,6276425000.0,-60.71590621383961
-2.94,6276450000.0,-61.13397701305624
-2.94,6276475000.0,-60.76382727061102
-2.94,6276500000.0,-60.873719192719804
-2.94,6276525000.0,-60.9623142479183
-2.94,6276550000.0,-60.78832984912164
-2.94,6276575000.0,-61.08667751220488
-2.94,6276600000.0,-60.749751006705694
-2.94,6276625000.0,-60.79177081372003
-2.94,6276650000.0,-60.791883170515305
-2.94,6276675000.0,-60.82031435660725
-2.94,6276700000.0,-61.085887709028384
-2.94,6276725000.0,-60.690458610094076
-2.94,6276750000.0,-60.94200575103642
-2.94,6276775000.0,-60.718447505676366
-2.94,6276800000.0,-60.72622710245524
-2.94,6276825000.0,-60.98602951405536
-2.94,6276850000.0,-60.76859043431929
-2.94,6276875000.0,-61.05320107328908
-2.94,6276900000.0,-60.695875871185756
-2.94,6276925000.0,-60.70753523934681
-2.94,6276950000.0,-60.74347795697527
-2.94,6276975000.0,-60.71317077688428
-2.94,6277000000.0,-60.90311266873019
-2.94,6277025000.0,-60.69697129077721
-2.94,6277050000.0,-60.669742167374714
-2.94,6277075000.0,-60.63148347463599
-2.94,6277100000.0,-60.45691563710015
-2.94,6277125000.0,-60.73802679387438
-2.94,6277150000.0,-60.59377783191246
-2.94,6277175000.0,-60.858918950822684
-2.94,6277200000.0,-60.65043957915533
-2.94,6277225000.0,-60.56032069124771
-2.94,6277250000.0,-60.923369313151085
-2.94,6277275000.0,-60.608048333537994
-2.94,6277300000.0,-60.69474929347881
-2.94,6277325000.0,-60.524478437818495
-2.94,6277350000.0,-60.47830013754486
-2.94,6277375000.0,-60.54119966324646
-2.94,6277400000.0,-60.46685966858624
-2.94,6277425000.0,-60.831986904870526
-2.94,6277450000.0,-60.51073728619522
-2.94,6277475000.0,-60.86464490193009
-2.94,6277500000.0,-60.47243674669745
-2.94,6277525000.0,-60.71472919617278
-2.94,6277550000.0,-60.764118187837326
-2.94,6277575000.0,-60.540787346211296
-2.94,6277600000.0,-60.74583418850765
-2.94,6277625000.0,-60.48420924374803
-2.94,6277650000.0,-60.49005711401608
-2.94,6277675000.0,-60.521085554157175
-2.94,6277700000.0,-60.3142247957245
-2.94,6277725000.0,-60.640727534498794
-2.94,6277750000.0,-60.45593509679073
-2.94,6277775000.0,-60.55564671401429
-2.94,6277800000.0,-60.23439610726378
-2.94,6277825000.0,-60.41704544211158
-2.94,6277850000.0,-60.55597085067436
-2.94,6277875000.0,-60.38958118204668
-2.94,6277900000.0,-60.56214345421856
-2.94,6277925000.0,-60.28421073813355
-2.94,6277950000.0,-60.25038349016607
-2.94,6277975000.0,-60.28340317365774
-2.94,6278000000.0,-60.390422201391154
-2.94,6278025000.0,-60.6506486558318
-2.94,6278050000.0,-60.277350899146214
-2.94,6278075000.0,-60.45274646239054
-2.94,6278100000.0,-60.12948495212659
-2.94,6278125000.0,-60.16194521719292
-2.94,6278150000.0,-60.38006515666993
-2.94,6278175000.0,-60.2810067953779
-2.94,6278200000.0,-60.54105134256068
-2.94,6278225000.0,-60.168106044544494
-2.94,6278250000.0,-60.12770652201472
-2.94,6278275000.0,-60.488069038655055
-2.94,6278300000.0,-60.204290525487565
-2.94,6278325000.0,-60.48451422577927
-2.94,6278350000.0,-60.19557545718537
-2.94,6278375000.0,-60.23316715586003
-2.94,6278400000.0,-60.148071766521554
-2.94,6278425000.0,-60.1095276201185
-2.94,6278450000.0,-60.45959793716759
-2.94,6278475000.0,-60.0404841772975
-2.94,6278500000.0,-60.451698295412655
-2.94,6278525000.0,-60.1755199454916
-2.94,6278550000.0,-60.11798401483215
-2.94,6278575000.0,-60.283713730939084
-2.94,6278600000.0,-60.09799525866537
-2.94,6278625000.0,-60.21856586825841
-2.94,6278650000.0,-59.89643840285226
-2.94,6278675000.0,-60.14695617143901
-2.94,6278700000.0,-60.02472822614401
-2.94,6278725000.0,-60.030428233948605
-2.94,6278750000.0,-60.24122934121326
-2.94,6278775000.0,-59.73338310923657
-2.94,6278800000.0,-60.12014280615115
-2.94,6278825000.0,-59.887215154237616
-2.94,6278850000.0,-59.92918558826686
-2.94,6278875000.0,-60.063148370692375
-2.94,6278900000.0,-59.84735935811863
-2.94,6278925000.0,-60.223452741724415
-2.94,6278950000.0,-59.74559114895876
-2.94,6278975000.0,-59.9143836442956
-2.94,6279000000.0,-60.0813627091416
-2.94,6279025000.0,-59.69846714502594
-2.94,6279050000.0,-59.99278267460436
-2.94,6279075000.0,-59.63164749504189
-2.94,6279100000.0,-59.609778634892436
-2.94,6279125000.0,-59.55895138260682
-2.94,6279150000.0,-59.419612463126626
-2.94,6279175000.0,-59.88788820656615
-2.94,6279200000.0,-59.57073797657631
-2.94,6279225000.0,-59.919463507295376
-2.94,6279250000.0,-59.42164977888435
-2.94,6279275000.0,-59.5476748670615
-2.94,6279300000.0,-59.98180249492922
-2.94,6279325000.0,-59.451214591881055
-2.94,6279350000.0,-59.67289632722454
-2.94,6279375000.0,-59.40546055120102
-2.94,6279400000.0,-59.41729504395576
-2.94,6279425000.0,-59.37012121733447
-2.94,6279450000.0,-59.31761121237794
-2.94,6279475000.0,-59.5577408853168
-2.94,6279500000.0,-59.25627817223809
-2.94,6279525000.0,-59.55543681105598
-2.94,6279550000.0,-59.34962253821932
-2.94,6279575000.0,-59.23369690071391
-2.94,6279600000.0,-59.48741824585938
-2.94,6279625000.0,-59.112190715221175
-2.94,6279650000.0,-59.69017583640608
-2.94,6279675000.0,-59.22648451199427
-2.94,6279700000.0,-58.96882812138937
-2.94,6279725000.0,-59.21576162792497
-2.94,6279750000.0,-59.3849181311269
-2.94,6279775000.0,-59.472565512303035
-2.94,6279800000.0,-59.516265703337645
-2.94,6279825000.0,-59.397875633920606
-2.94,6279850000.0,-59.68113096761762
-2.94,6279875000.0,-59.84682368953777
-2.94,6279900000.0,-60.20559801854824
-2.94,6279925000.0,-60.24516310223838
-2.94,6279950000.0,-60.76963661333755
-2.94,6279975000.0,-60.64806211882654
-2.94,6280000000.0,-61.07039571849225
-2.94,6280025000.0,-62.04050983083989
-2.94,6280050000.0,-62.60817209416225
-2.94,6280075000.0,-63.15629791420449
-2.94,6280100000.0,-63.91350586647019
-2.94,6280125000.0,-65.0007546871752
-2.94,6280150000.0,-66.91086708146722
-2.94,6280175000.0,-68.24273105223047
-2.94,6280200000.0,-73.12481463470648
-2.94,6280225000.0,-76.19312873969298
-2.94,6280250000.0,-84.65199054729285
-2.94,6280275000.0,-79.91641044166002
-2.94,6280300000.0,-77.68502107520243
-2.94,6280325000.0,-73.44767119885448
-2.94,6280350000.0,-71.61384465563559
-2.94,6280375000.0,-69.63908847122357
-2.94,6280400000.0,-67.86469642146355
-2.94,6280425000.0,-67.01658638678582
-2.94,6280450000.0,-66.68192698941775
-2.94,6280475000.0,-65.64109598257235
-2.94,6280500000.0,-64.72183432203478
-2.94,6280525000.0,-64.44147733646567
-2.94,6280550000.0,-64.3827861426999
-2.94,6280575000.0,-63.60350439838055
-2.94,6280600000.0,-63.358517371967494
-2.94,6280625000.0,-63.187709490809425
-2.94,6280650000.0,-62.79429399945965
-2.94,6280675000.0,-62.994301999547574
-2.94,6280700000.0,-62.17769048666062
-2.94,6280725000.0,-62.01367837390836
-2.94,6280750000.0,-62.12805089403672
-2.94,6280775000.0,-61.943450487109935
-2.94,6280800000.0,-62.17866803444943
-2.94,6280825000.0,-61.7205736566642
-2.94,6280850000.0,-61.76102609421016
-2.94,6280875000.0,-61.50103090772201
-2.94,6280900000.0,-61.34807180982037
-2.94,6280925000.0,-61.05440582554424
-2.94,6280950000.0,-61.29430113824641
-2.94,6280975000.0,-61.265607860256715
-2.94,6281000000.0,-61.05602295271336
-2.94,6281025000.0,-61.1881967621772
-2.94,6281050000.0,-61.19858905385633
-2.94,6281075000.0,-60.7873788730851
-2.94,6281100000.0,-61.154095547994686
-2.94,6281125000.0,-60.87718505437767
-2.94,6281150000.0,-60.77694560810441
-2.94,6281175000.0,-60.965286415177225
-2.94,6281200000.0,-60.68663771731717
-2.94,6281225000.0,-60.828004593509846
-2.94,6281250000.0,-60.53204194504281
-2.94,6281275000.0,-60.719795800353424
-2.94,6281300000.0,-60.41251551782807
-2.94,6281325000.0,-60.39303287164026
-2.94,6281350000.0,-60.452666576806784
-2.94,6281375000.0,-60.57895721386619
-2.94,6281400000.0,-60.778602150220884
-2.94,6281425000.0,-60.12839118383758
-2.94,6281450000.0,-60.48370980325287
-2.94,6281475000.0,-59.90181862250567
-2.94,6281500000.0,-60.30504314057049
-2.94,6281525000.0,-60.54550222923602
-2.94,6281550000.0,-60.10017704291302
-2.94,6281575000.0,-60.37151890601909
