currents,frequencies,response
-2.16,6280850000.0,-61.98504066075437
-2.16,6280875000.0,-61.767686901901456
-2.16,6280900000.0,-61.40509870646405
-2.16,6280925000.0,-61.88629693005008
-2.16,6280950000.0,-61.75866504024937
-2.16,6280975000.0,-61.1977206297242
-2.16,6281000000.0,-61.25042733105924
-2.16,6281025000.0,-61.156006059720845
-2.16,6281050000.0,-61.4155746371609
-2.16,6281075000.0,-61.12788401655414
-2.16,6281100000.0,-61.440085878546014
-2.16,6281125000.0,-60.90088449948034
-2.16,6281150000.0,-60.62437352394424
-2.16,6281175000.0,-60.838939818793996
-2.16,6281200000.0,-60.92964357743086
-2.16,6281225000.0,-61.21033418845796
-2.16,6281250000.0,-60.78475610803317
-2.16,6281275000.0,-60.50227596494661
-2.16,6281300000.0,-60.727947240389106
-2.16,6281325000.0,-60.718544830642145
-2.16,6281350000.0,-60.9422970101394
-2.16,6281375000.0,-60.66050798815197
-2.16,6281400000.0,-60.9916589550474
-2.16,6281425000.0,-60.7208231103915
-2.16,6281450000.0,-60.40993548115936
-2.16,6281475000.0,-60.551174106812965
-2.16,6281500000.0,-60.227316058070656
-2.16,6281525000.0,-60.67810013690437
-2.16,6281550000.0,-60.390103734595144
-2.16,6281575000.0,-60.43880778468568
-2.16,6281600000.0,-60.142288796997065
-2.16,6281625000.0,-60.32025817617854
-2.16,6281650000.0,-60.575136916560446
-2.16,6281675000.0,-60.38010878564659
-2.16,6281700000.0,-60.440022628167014
-2.16,6281725000.0,-60.46944207451603
-2.16,6281750000.0,-60.326381060822605
-2.16,6281775000.0,-60.73886782824086
-2.16,6281800000.0,-60.43707903297409
-2.16,6281825000.0,-60.44200192503468
-2.16,6281850000.0,-60.316937723915146
-2.16,6281875000.0,-60.27328472479266
-2.16,6281900000.0,-60.334735857521366
-2.16,6281925000.0,-60.22974282449678
-2.16,6281950000.0,-60.53150683613795
-2.16,6281975000.0,-59.99173330928515
-2.16,6282000000.0,-60.061290623858014
-2.16,6282025000.0,-59.98314577696118
-2.16,6282050000.0,-60.00544114261614
-2.16,6282075000.0,-60.06130974628199
-2.16,6282100000.0,-59.613891091162465
-2.16,6282125000.0,-60.16195551071377
-2.16,6282150000.0,-59.761539409458976
-2.16,6282175000.0,-59.929580476930546
-2.16,6282200000.0,-60.23741821083697
-2.16,6282225000.0,-59.878053215081664
-2.16,6282250000.0,-60.04473068327453
-2.16,6282275000.0,-59.85119759022535
-2.16,6282300000.0,-59.805463500958986
-2.16,6282325000.0,-59.64400388013324
-2.16,6282350000.0,-59.7199310343975
-2.16,6282375000.0,-59.7723670461157
-2.16,6282400000.0,-59.713002248861606
-2.16,6282425000.0,-59.888001695594255
-2.16,6282450000.0,-59.71182089862652
-2.16,6282475000.0,-59.75299715763143
-2.16,6282500000.0,-60.05856288711976
-2.16,6282525000.0,-59.51723346770612
-2.16,6282550000.0,-59.67520036887247
-2.16,6282575000.0,-59.30670760383974
-2.16,6282600000.0,-59.40867167811025
-2.16,6282625000.0,-59.635093376813586
-2.16,6282650000.0,-59.6267569930108
-2.16,6282675000.0,-59.67514622947833
-2.16,6282700000.0,-58.949923764234285
-2.16,6282725000.0,-59.33542522047517
-2.16,6282750000.0,-59.085091720051736
-2.16,6282775000.0,-59.3818806533404
-2.16,6282800000.0,-59.81004915032331
-2.16,6282825000.0,-59.32298688470646
-2.16,6282850000.0,-59.690978540709445
-2.16,6282875000.0,-59.167022675005356
-2.16,6282900000.0,-59.41800407373932
-2.16,6282925000.0,-59.74189215063475
-2.16,6282950000.0,-59.545214830756294
-2.16,6282975000.0,-59.603450810328
-2.16,6283000000.0,-59.39359661678836
-2.16,6283025000.0,-59.47586096795262
-2.16,6283050000.0,-59.23157678473607
-2.16,6283075000.0,-58.76560372861452
-2.16,6283100000.0,-59.31503112729321
-2.16,6283125000.0,-59.35116743824125
-2.16,6283150000.0,-59.42083544254751
-2.16,6283175000.0,-59.37614105860121
-2.16,6283200000.0,-59.13182034095691
-2.16,6283225000.0,-59.48152314906817
-2.16,6283250000.0,-59.06555071137432
-2.16,6283275000.0,-59.42853343561029
-2.16,6283300000.0,-59.171117586588615
-2.16,6283325000.0,-59.150474949039015
-2.16,6283350000.0,-58.93467133227268
-2.16,6283375000.0,-58.80978623493374
-2.16,6283400000.0,-59.39841919356876
-2.16,6283425000.0,-58.71419826928792
-2.16,6283450000.0,-59.18450629360882
-2.16,6283475000.0,-59.1344435845937
-2.16,6283500000.0,-58.99001222332454
-2.16,6283525000.0,-59.165504630747066
-2.16,6283550000.0,-58.814045026973865
-2.16,6283575000.0,-59.20605889246647
-2.16,6283600000.0,-59.04674254850208
-2.16,6283625000.0,-58.86160742063713
-2.16,6283650000.0,-59.05860645525817
-2.16,6283675000.0,-59.054704383588145
-2.16,6283700000.0,-59.25292987570889
-2.16,6283725000.0,-59.00310416877354
-2.16,6283750000.0,-59.05558862600098
-2.16,6283775000.0,-58.77669556832187
-2.16,6283800000.0,-58.78257071385315
-2.16,6283825000.0,-59.167803232149666
-2.16,6283850000.0,-58.69642978964163
-2.16,6283875000.0,-59.27556320288083
-2.16,6283900000.0,-59.17957940679499
-2.16,6283925000.0,-58.93277635187553
-2.16,6283950000.0,-59.08784891166149
-2.16,6283975000.0,-58.73429974314335
-2.16,6284000000.0,-58.75297631206465
-2.16,6284025000.0,-58.67122259654313
-2.16,6284050000.0,-58.856448388281216
-2.16,6284075000.0,-58.865623402501924
-2.16,6284100000.0,-58.88085847788267
-2.16,6284125000.0,-59.00203206189324
-2.16,6284150000.0,-58.88849161799882
-2.16,6284175000.0,-59.187053834927056
-2.16,6284200000.0,-58.905700007358
-2.16,6284225000.0,-58.678347908093606
-2.16,6284250000.0,-59.02394333368343
-2.16,6284275000.0,-59.06463534555557
-2.16,6284300000.0,-58.78653918911403
-2.16,6284325000.0,-58.63772057515797
-2.16,6284350000.0,-58.566946568382086
-2.16,6284375000.0,-58.58827171917839
-2.16,6284400000.0,-58.60825672381422
-2.16,6284425000.0,-58.91683536470709
-2.16,6284450000.0,-58.79165926029694
-2.16,6284475000.0,-58.88848957475052
-2.16,6284500000.0,-58.257570853870305
-2.16,6284525000.0,-58.83636267636926
-2.16,6284550000.0,-58.65899480234561
-2.16,6284575000.0,-58.22579861310342
-2.16,6284600000.0,-58.4201942401301
-2.16,6284625000.0,-58.51422722574418
-2.16,6284650000.0,-58.30437753376552
-2.16,6284675000.0,-58.12387064315626
-2.16,6284700000.0,-58.601323760834845
-2.16,6284725000.0,-59.056615280541955
-2.16,6284750000.0,-58.75648921453465
-2.16,6284775000.0,-58.82509426674765
-2.16,6284800000.0,-58.55053542427505
-2.16,6284825000.0,-58.1964866248419
-2.16,6284850000.0,-58.60833184794898
-2.16,6284875000.0,-58.3257277081768
-2.16,6284900000.0,-58.990750579054485
-2.16,6284925000.0,-58.69001006778221
-2.16,6284950000.0,-57.976162383423485
-2.16,6284975000.0,-58.5442376585837
-2.16,6285000000.0,-58.725032205032264
-2.1,6275000000.0,-61.16423175427377
-2.1,6275025000.0,-61.51716380222891
-2.1,6275050000.0,-61.32020368224979
-2.1,6275075000.0,-61.17562798012643
-2.1,6275100000.0,-61.36255980521718
-2.1,6275125000.0,-61.185790401495325
-2.1,6275150000.0,-61.57684534714778
-2.1,6275175000.0,-61.29794006266606
-2.1,6275200000.0,-61.185518068334446
-2.1,6275225000.0,-61.36109397382072
-2.1,6275250000.0,-61.19391442938551
-2.1,6275275000.0,-61.363424372154746
-2.1,6275300000.0,-61.15736935644294
-2.1,6275325000.0,-61.247473043186595
-2.1,6275350000.0,-61.0681090277199
-2.1,6275375000.0,-61.114044790489814
-2.1,6275400000.0,-61.46817200728013
-2.1,6275425000.0,-61.145138435741664
-2.1,6275450000.0,-61.417094626748295
-2.1,6275475000.0,-61.09101182389442
-2.1,6275500000.0,-61.04613402684038
-2.1,6275525000.0,-61.404444962891716
-2.1,6275550000.0,-61.2130201190985
-2.1,6275575000.0,-61.45099532786738
-2.1,6275600000.0,-60.999980003805575
-2.1,6275625000.0,-61.131462546308704
-2.1,6275650000.0,-60.91599090567343
-2.1,6275675000.0,-60.93621349203797
-2.1,6275700000.0,-61.359662618764276
-2.1,6275725000.0,-61.07158473123731
-2.1,6275750000.0,-61.239394634496364
-2.1,6275775000.0,-60.92996915901282
-2.1,6275800000.0,-60.91961441086632
-2.1,6275825000.0,-61.359292549820154
-2.1,6275850000.0,-60.982671616874605
-2.1,6275875000.0,-61.14185868962128
-2.1,6275900000.0,-60.871514536247766
-2.1,6275925000.0,-61.02046164699482
-2.1,6275950000.0,-60.97993279902654
-2.1,6275975000.0,-61.10430279422373
-2.1,6276000000.0,-61.294848790456896
-2.1,6276025000.0,-60.940093660217975
-2.1,6276050000.0,-61.218508676263426
-2.1,6276075000.0,-60.94913117003438
-2.1,6276100000.0,-61.07760431419039
-2.1,6276125000.0,-61.215879240871885
-2.1,6276150000.0,-60.83527660990895
-2.1,6276175000.0,-61.07202792069329
-2.1,6276200000.0,-60.88745045228984
-2.1,6276225000.0,-60.90641842510185
-2.1,6276250000.0,-60.88165601209687
-2.1,6276275000.0,-60.910489252691484
-2.1,6276300000.0,-61.19071611032603
-2.1,6276325000.0,-60.74905718571189
-2.1,6276350000.0,-60.94138422366587
-2.1,6276375000.0,-60.75645766672867
-2.1,6276400000.0,-60.83271102007138
-2.1,6276425000.0,-60.955289910883764
-2.1,6276450000.0,-60.79420968774211
-2.1,6276475000.0,-61.062273698853026
-2.1,6276500000.0,-60.8103175255825
-2.1,6276525000.0,-60.91288305732378
-2.1,6276550000.0,-60.88819219246506
-2.1,6276575000.0,-60.8587353516948
-2.1,6276600000.0,-60.93205940076922
-2.1,6276625000.0,-60.84978194591464
-2.1,6276650000.0,-60.77992858423096
-2.1,6276675000.0,-60.619013453718445
-2.1,6276700000.0,-60.82655230792141
-2.1,6276725000.0,-60.996643666526595
-2.1,6276750000.0,-60.77585788876903
-2.1,6276775000.0,-60.98758705839753
-2.1,6276800000.0,-60.70634808540319
-2.1,6276825000.0,-60.60249044394872
-2.1,6276850000.0,-60.93001147258513
-2.1,6276875000.0,-60.652808105385304
-2.1,6276900000.0,-60.93891300223072
-2.1,6276925000.0,-60.700950395598284
-2.1,6276950000.0,-60.66539504994865
-2.1,6276975000.0,-60.63893453012454
-2.1,6277000000.0,-60.63675655363605
-2.1,6277025000.0,-60.92118203994537
-2.1,6277050000.0,-60.645565301846
-2.1,6277075000.0,-60.792426730460875
-2.1,6277100000.0,-60.59486724230482
-2.1,6277125000.0,-60.61488446241614
-2.1,6277150000.0,-60.9008481573704
-2.1,6277175000.0,-60.451234524355925
-2.1,6277200000.0,-60.8636085351062
-2.1,6277225000.0,-60.47641930155674
-2.1,6277250000.0,-60.566052109150846
-2.1,6277275000.0,-60.57817986591382
-2.1,6277300000.0,-60.59478214462172
-2.1,6277325000.0,-60.90866609449681
-2.1,6277350000.0,-60.52685276556727
-2.1,6277375000.0,-60.61751354023421
-2.1,6277400000.0,-60.54684937936835
-2.1,6277425000.0,-60.440688568476105
-2.1,6277450000.0,-60.714506483043166
-2.1,6277475000.0,-60.38234630943785
-2.1,6277500000.0,-60.6297172359481
-2.1,6277525000.0,-60.439536000114494
-2.1,6277550000.0,-60.37106876670984
-2.1,6277575000.0,-60.68778515083327
-2.1,6277600000.0,-60.331377384373035
-2.1,6277625000.0,-60.48216882973637
-2.1,6277650000.0,-60.158036965843884
-2.1,6277675000.0,-60.06345774121792
-2.1,6277700000.0,-60.3081275139737
-2.1,6277725000.0,-60.193971069019895
-2.1,6277750000.0,-60.580533551120965
-2.1,6277775000.0,-60.24434394270126
-2.1,6277800000.0,-60.62216778660583
-2.1,6277825000.0,-60.13211470237131
-2.1,6277850000.0,-60.32007806075399
-2.1,6277875000.0,-60.500710756893035
-2.1,6277900000.0,-60.13326880929057
-2.1,6277925000.0,-60.37998794089883
-2.1,6277950000.0,-60.30771726154941
-2.1,6277975000.0,-60.30094948152418
-2.1,6278000000.0,-60.113549339472655
-2.1,6278025000.0,-60.23505789049722
-2.1,6278050000.0,-60.51734102069334
-2.1,6278075000.0,-60.223691124893655
-2.1,6278100000.0,-60.561389373878214
-2.1,6278125000.0,-60.232298474394455
-2.1,6278150000.0,-60.07649329057669
-2.1,6278175000.0,-60.40819886096365
-2.1,6278200000.0,-60.198123684339905
-2.1,6278225000.0,-60.523078066769415
-2.1,6278250000.0,-60.10796397867953
-2.1,6278275000.0,-60.1415696716558
-2.1,6278300000.0,-60.35503222138267
-2.1,6278325000.0,-60.00381778721575
-2.1,6278350000.0,-60.303743727057004
-2.1,6278375000.0,-60.2369660095662
-2.1,6278400000.0,-60.164109476402544
-2.1,6278425000.0,-59.77675785044479
-2.1,6278450000.0,-60.17079078704586
-2.1,6278475000.0,-60.19885799876042
-2.1,6278500000.0,-60.14383164981435
-2.1,6278525000.0,-60.228649001205085
-2.1,6278550000.0,-60.20696058841612
-2.1,6278575000.0,-59.639051774589724
-2.1,6278600000.0,-59.96638618635927
-2.1,6278625000.0,-59.95942380258021
-2.1,6278650000.0,-60.262958468545484
-2.1,6278675000.0,-59.87755902947298
-2.1,6278700000.0,-59.80535888354101
-2.1,6278725000.0,-59.83601178471538
-2.1,6278750000.0,-59.904486231688296
-2.1,6278775000.0,-60.228957202333135
-2.1,6278800000.0,-59.766088610326086
-2.1,6278825000.0,-60.151840889881356
-2.1,6278850000.0,-59.62578017222009
-2.1,6278875000.0,-59.82407045538396
-2.1,6278900000.0,-59.9276790590779
-2.1,6278925000.0,-59.74550717923526
-2.1,6278950000.0,-59.80803901323405
-2.1,6278975000.0,-59.67634848409665
-2.1,6279000000.0,-59.78814426660517
-2.1,6279025000.0,-59.57571660644494
-2.1,6279050000.0,-59.898123967546255
-2.1,6279075000.0,-59.84855572567635
-2.1,6279100000.0,-59.65832349339638
-2.1,6279125000.0,-59.904230560098824
-2.1,6279150000.0,-59.60553144766324
-2.1,6279175000.0,-59.591510049514376
-2.1,6279200000.0,-59.699784940724676
-2.1,6279225000.0,-59.51721883738483
-2.1,6279250000.0,-59.81791683224966
-2.1,6279275000.0,-59.46064343517007
-2.1,6279300000.0,-59.570845412993634
-2.1,6279325000.0,-59.51383650552217
-2.1,6279350000.0,-59.44595094792159
-2.1,6279375000.0,-59.85874236328951
-2.1,6279400000.0,-59.57316438369433
-2.1,6279425000.0,-59.545170187559336
-2.1,6279450000.0,-59.241412363880656
-2.1,6279475000.0,-59.31941030846925
-2.1,6279500000.0,-59.64838698220846
-2.1,6279525000.0,-59.38728632354269
-2.1,6279550000.0,-59.5209583435762
-2.1,6279575000.0,-59.001078909821516
-2.1,6279600000.0,-59.14857158054508
-2.1,6279625000.0,-59.50075587836071
-2.1,6279650000.0,-59.493170893603626
-2.1,6279675000.0,-59.48129641382229
-2.1,6279700000.0,-59.37657531618712
-2.1,6279725000.0,-59.170617956594576
-2.1,6279750000.0,-59.21768344351566
-2.1,6279775000.0,-59.258060524204964
-2.1,6279800000.0,-59.50252229817252
-2.1,6279825000.0,-59.19494980546307
-2.1,6279850000.0,-59.67545591175081
-2.1,6279875000.0,-59.43123761102291
-2.1,6279900000.0,-59.39109748239488
-2.1,6279925000.0,-59.47489403401838
-2.1,6279950000.0,-59.64619667645895
-2.1,6279975000.0,-60.11932045034014
-2.1,6280000000.0,-59.85753162634982
-2.1,6280025000.0,-60.58980244158885
-2.1,6280050000.0,-60.65723348925734
-2.1,6280075000.0,-61.09361459865005
-2.1,6280100000.0,-61.60659341795111
-2.1,6280125000.0,-62.62661501296591
-2.1,6280150000.0,-65.37876544583452
-2.1,6280175000.0,-68.14173899497929
-2.1,6280200000.0,-69.01308585788018
-2.1,6280225000.0,-70.84781032198889
-2.1,6280250000.0,-73.53772907949337
-2.1,6280275000.0,-78.19298838058104
-2.1,6280300000.0,-79.488365938848
-2.1,6280325000.0,-79.15362565824913
-2.1,6280350000.0,-77.02656789642543
-2.1,6280375000.0,-74.05641916278427
-2.1,6280400000.0,-73.3136364690863
-2.1,6280425000.0,-69.6338855674378
-2.1,6280450000.0,-68.13962541839922
-2.1,6280475000.0,-67.0109533863726
-2.1,6280500000.0,-66.22994680601927
-2.1,6280525000.0,-65.40688787053256
-2.1,6280550000.0,-65.19312316511146
-2.1,6280575000.0,-65.15924278226245
-2.1,6280600000.0,-63.82639985799833
-2.1,6280625000.0,-63.71128947399329
-2.1,6280650000.0,-63.81909788559363
-2.1,6280675000.0,-63.314867726917214
-2.1,6280700000.0,-63.152712171870135
-2.1,6280725000.0,-62.71624877808907
-2.1,6280750000.0,-62.483554424428185
-2.1,6280775000.0,-62.39397861532542
-2.1,6280800000.0,-61.94444301363773
-2.1,6280825000.0,-62.20446328102441
-2.1,6280850000.0,-62.14094603435523
-2.1,6280875000.0,-61.98727537151931
-2.1,6280900000.0,-61.79855901045918
-2.1,6280925000.0,-61.59276675426682
-2.1,6280950000.0,-61.70806894135377
-2.1,6280975000.0,-61.213931549480165
-2.1,6281000000.0,-61.45316769957784
-2.1,6281025000.0,-61.10305802704456
-2.1,6281050000.0,-61.178666647719915
-2.1,6281075000.0,-60.84834797779241
-2.1,6281100000.0,-61.093855232565176
-2.1,6281125000.0,-61.26138874303574
-2.1,6281150000.0,-60.867702285620524
-2.1,6281175000.0,-61.187892335310785
-2.1,6281200000.0,-61.07681785550207
-2.1,6281225000.0,-60.83039534656883
-2.1,6281250000.0,-60.98910849086977
-2.1,6281275000.0,-60.65616136366139
-2.1,6281300000.0,-60.99280423826967
-2.1,6281325000.0,-60.41949606999418
-2.1,6281350000.0,-60.43556663578313
-2.1,6281375000.0,-60.328946498972755
-2.1,6281400000.0,-60.47014037829417
-2.1,6281425000.0,-60.65918547987995
-2.1,6281450000.0,-60.268018301417
-2.1,6281475000.0,-60.4666324514935
-2.1,6281500000.0,-60.26708142113053
-2.1,6281525000.0,-60.266000966097266
-2.1,6281550000.0,-60.405626925076454
-2.1,6281575000.0,-60.08539133547558
-2.1,6281600000.0,-60.23973425101769
-2.1,6281625000.0,-60.15007923849994
-2.1,6281650000.0,-60.05064568649169
-2.1,6281675000.0,-60.13592570632589
-2.1,6281700000.0,-59.970630372716386
-2.1,6281725000.0,-60.42100042113246
-2.1,6281750000.0,-60.132844629778226
-2.1,6281775000.0,-60.07607985387981
-2.1,6281800000.0,-59.9821096391426
-2.1,6281825000.0,-59.9280952510373
-2.1,6281850000.0,-60.51903729554169
-2.1,6281875000.0,-59.91201337159566
-2.1,6281900000.0,-60.135657656603456
-2.1,6281925000.0,-59.9748301640043
-2.1,6281950000.0,-59.67812800467022
-2.1,6281975000.0,-59.79901464514049
-2.1,6282000000.0,-59.66893277235844
-2.1,6282025000.0,-60.360761743577044
-2.1,6282050000.0,-60.2251075671644
-2.1,6282075000.0,-59.94199493709666
-2.1,6282100000.0,-59.77402519839859
-2.1,6282125000.0,-59.75110460680985
-2.1,6282150000.0,-59.94845340494237
-2.1,6282175000.0,-59.97400919664826
-2.1,6282200000.0,-60.05042865379511
-2.1,6282225000.0,-59.68758093414833
-2.1,6282250000.0,-59.63152955951287
-2.1,6282275000.0,-59.56851122048326
-2.1,6282300000.0,-59.626605970358625
-2.1,6282325000.0,-59.91528123037571
-2.1,6282350000.0,-59.47460279918977
-2.1,6282375000.0,-59.07058976117887
-2.1,6282400000.0,-59.69707594109182
-2.1,6282425000.0,-59.53027770801477
-2.1,6282450000.0,-59.85097212372891
-2.1,6282475000.0,-59.30545172807292
-2.1,6282500000.0,-59.690045745263745
-2.1,6282525000.0,-59.29674925070501
-2.1,6282550000.0,-59.31071531991045
-2.1,6282575000.0,-59.75055751858733
-2.1,6282600000.0,-59.24936960621524
-2.1,6282625000.0,-59.5956251491771
-2.1,6282650000.0,-59.33842404647849
-2.1,6282675000.0,-59.69216168492999
-2.1,6282700000.0,-59.22291677765061
-2.1,6282725000.0,-59.37630696429114
-2.1,6282750000.0,-59.456441175643995
-2.1,6282775000.0,-59.27319975896185
-2.1,6282800000.0,-59.09966730596607
-2.1,6282825000.0,-59.26264967332129
-2.1,6282850000.0,-59.18262544670942
-2.1,6282875000.0,-59.08172302117849
-2.1,6282900000.0,-59.244158403549
-2.1,6282925000.0,-59.74987717814884
-2.1,6282950000.0,-59.45812610936096
-2.1,6282975000.0,-59.04470111974092
-2.1,6283000000.0,-59.443725446558744
-2.1,6283025000.0,-59.068817321925586
-2.1,6283050000.0,-59.24025130721107
-2.1,6283075000.0,-59.130818093508154
-2.1,6283100000.0,-58.83538195409954
-2.1,6283125000.0,-58.85800829063727
-2.1,6283150000.0,-59.171347279776214
-2.1,6283175000.0,-59.26754235043914
-2.1,6283200000.0,-59.22827128657569
-2.1,6283225000.0,-59.527433791151914
-2.1,6283250000.0,-59.010279408645815
-2.1,6283275000.0,-59.10092604312665
-2.1,6283300000.0,-59.54915105193184
-2.1,6283325000.0,-58.94712495778437
-2.1,6283350000.0,-59.10989005461087
-2.1,6283375000.0,-59.17895330980289
-2.1,6283400000.0,-59.292129404934485
-2.1,6283425000.0,-58.883041832760696
-2.1,6283450000.0,-59.075418691223305
-2.1,6283475000.0,-59.005129764919005
-2.1,6283500000.0,-58.802421868683076
-2.1,6283525000.0,-59.27581401452528
-2.1,6283550000.0,-59.11974152476389
-2.1,6283575000.0,-58.46622989523016
-2.1,6283600000.0,-59.08443106016587
-2.1,6283625000.0,-59.103875869144964
-2.1,6283650000.0,-58.94229923464746
-2.1,6283675000.0,-58.90987201175089
-2.1,6283700000.0,-59.003425249526835
-2.1,6283725000.0,-58.73526003407122
-2.1,6283750000.0,-58.773776056520354
-2.1,6283775000.0,-59.37378254709038
-2.1,6283800000.0,-58.83330990766275
-2.1,6283825000.0,-58.446671441686064
-2.1,6283850000.0,-59.00725510371437
-2.1,6283875000.0,-58.68104957740474
-2.1,6283900000.0,-59.12589994690645
-2.1,6283925000.0,-58.92095031973654
-2.1,6283950000.0,-58.88186290889827
-2.1,6283975000.0,-58.46053946978553
-2.1,6284000000.0,-58.984583089522985
-2.1,6284025000.0,-58.91075134775264
-2.1,6284050000.0,-58.609820192841596
-2.1,6284075000.0,-59.04003903599825
-2.1,6284100000.0,-58.458127279931944
-2.1,6284125000.0,-58.747370822489096
-2.1,6284150000.0,-58.62437871860543
-2.1,6284175000.0,-58.4351861410936
-2.1,6284200000.0,-58.61482601104914
-2.1,6284225000.0,-58.4447020945317
-2.1,6284250000.0,-58.836937536331874
-2.1,6284275000.0,-58.34555785461542
-2.1,6284300000.0,-58.3917595827097
-2.1,6284325000.0,-58.50792376067748
-2.1,6284350000.0,-58.43055173197432
-2.1,6284375000.0,-58.74103476152834
-2.1,6284400000.0,-57.8870171202355
-2.1,6284425000.0,-58.58321633130117
-2.1,6284450000.0,-58.52000673957392
-2.1,6284475000.0,-58.619236606394324
-2.1,6284500000.0,-58.53674306502213
-2.1,6284525000.0,-58.22106416982946
-2.1,6284550000.0,-58.81896731290845
-2.1,6284575000.0,-58.50150751908473
-2.1,6284600000.0,-58.43571799825513
-2.1,6284625000.0,-58.75507064656667
-2.1,6284650000.0,-57.93262499930931
-2.1,6284675000.0,-58.23377210071037
-2.1,6284700000.0,-58.304855671990566
-2.1,6284725000.0,-58.040297426627525
-2.1,6284750000.0,-58.269519005681914
-2.1,6284775000.0,-58.162500102763204
-2.1,6284800000.0,-58.56395321129941
-2.1,6284825000.0,-58.213592234726946
-2.1,6284850000.0,-58.21261590349388
-2.1,6284875000.0,-58.45367316265171
-2.1,6284900000.0,-58.08966515933725
-2.1,6284925000.0,-58.415674929480154
-2.1,6284950000.0,-58.14565902112433
-2.1,6284975000.0,-58.68644644404394
-2.1,6285000000.0,-58.096291724182095
-2.04,6275000000.0,-61.22709411024407
-2.04,6275025000.0,-61.32781213850829
-2.04,6275050000.0,-61.09934032030164
-2.04,6275075000.0,-61.62380730297403
-2.04,6275100000.0,-61.20236801112415
-2.04,6275125000.0,-61.4832121983575
-2.04,6275150000.0,-61.04208313673027
-2.04,6275175000.0,-61.062659155220736
-2.04,6275200000.0,-61.376910052577465
-2.04,6275225000.0,-61.12093306008958
-2.04,6275250000.0,-61.32002347658699
-2.04,6275275000.0,-61.08641116622528
-2.04,6275300000.0,-61.29251178247163
-2.04,6275325000.0,-61.48530577266391
-2.04,6275350000.0,-61.2321416511321
-2.04,6275375000.0,-61.404950420576576
-2.04,6275400000.0,-61.09683531221868
-2.04,6275425000.0,-61.13047124313056
-2.04,6275450000.0,-61.16620128209177
-2.04,6275475000.0,-60.9988369297585
-2.04,6275500000.0,-61.31275890628147
-2.04,6275525000.0,-61.088859656619675
-2.04,6275550000.0,-61.273751298704795
-2.04,6275575000.0,-61.08779864056427
-2.04,6275600000.0,-61.05788917743656
-2.04,6275625000.0,-61.302986623401495
-2.04,6275650000.0,-61.13810176313309
-2.04,6275675000.0,-61.42261964685791
-2.04,6275700000.0,-61.06313794874775
-2.04,6275725000.0,-61.076254580872074
-2.04,6275750000.0,-61.00489604788081
-2.04,6275775000.0,-60.89270014660929
-2.04,6275800000.0,-61.23040695211465
-2.04,6275825000.0,-60.92241071360065
-2.04,6275850000.0,-61.23404844596906
-2.04,6275875000.0,-60.85422808750886
-2.04,6275900000.0,-60.988036722610744
-2.04,6275925000.0,-61.25031624967576
-2.04,6275950000.0,-60.946596322505556
-2.04,6275975000.0,-61.24853424941986
-2.04,6276000000.0,-60.926592748481674
-2.04,6276025000.0,-60.879285759571566
-2.04,6276050000.0,-60.86370210557863
-2.04,6276075000.0,-60.91763091122026
-2.04,6276100000.0,-61.231768398568285
-2.04,6276125000.0,-60.989494775889185
-2.04,6276150000.0,-61.27461837290548
-2.04,6276175000.0,-60.7406038746499
-2.04,6276200000.0,-60.99993348984984
-2.04,6276225000.0,-61.07398825775546
-2.04,6276250000.0,-60.85311669157537
-2.04,6276275000.0,-61.1131126722493
-2.04,6276300000.0,-60.812729904771714
-2.04,6276325000.0,-60.90887337995156
-2.04,6276350000.0,-60.92436228642206
-2.04,6276375000.0,-60.86147040784305
-2.04,6276400000.0,-61.147402506265216
-2.04,6276425000.0,-60.83171089816908
-2.04,6276450000.0,-60.884284011577456
-2.04,6276475000.0,-60.75362692481339
-2.04,6276500000.0,-60.77368783842999
-2.04,6276525000.0,-61.22090693282949
-2.04,6276550000.0,-60.897461159572416
-2.04,6276575000.0,-61.02357144640587
-2.04,6276600000.0,-60.78644719213011
-2.04,6276625000.0,-60.68427191484102
-2.04,6276650000.0,-61.1162217408215
-2.04,6276675000.0,-60.79756970859663
-2.04,6276700000.0,-60.8328863422114
-2.04,6276725000.0,-60.70196485131672
-2.04,6276750000.0,-60.7557957767327
-2.04,6276775000.0,-60.91522539407534
-2.04,6276800000.0,-60.64184974719967
-2.04,6276825000.0,-60.95408445448173
-2.04,6276850000.0,-60.79573263641996
-2.04,6276875000.0,-60.93353624053393
-2.04,6276900000.0,-60.5632572919113
-2.04,6276925000.0,-60.61842784153373
-2.04,6276950000.0,-60.97862629468924
-2.04,6276975000.0,-60.76594464048014
-2.04,6277000000.0,-61.036045958026776
-2.04,6277025000.0,-60.63390235041151
-2.04,6277050000.0,-60.6812302563901
-2.04,6277075000.0,-60.649771589859576
-2.04,6277100000.0,-60.645048372433514
-2.04,6277125000.0,-60.89869293466019
-2.04,6277150000.0,-60.61990058674126
-2.04,6277175000.0,-60.84614032237724
-2.04,6277200000.0,-60.53991597879688
-2.04,6277225000.0,-60.75796022322467
-2.04,6277250000.0,-60.78809765783766
-2.04,6277275000.0,-60.4577384751354
-2.04,6277300000.0,-60.77776690242306
-2.04,6277325000.0,-60.57271228398108
-2.04,6277350000.0,-60.45378191061933
-2.04,6277375000.0,-60.549506368743906
-2.04,6277400000.0,-60.47300131608203
-2.04,6277425000.0,-60.79301853248766
